,Unnamed: 0,date,umpire,home,away,home_team_runs,away_team_runs,pitches_called,incorrect_calls,expected_incorrect_calls,correct_calls,expected_correct_calls,correct_calls_above_expected,accuracy,expected_accuracy,accuracy_above_expected,consistency,favor_home,total_run_impact,expected_consistency,expected_consistency,games_umpired,experience
1776,1776,6/21/2023,Brian O'Nora,HOU,NYM,10,8,203,10,9.8,193,193.2,-0.2,95.1,95.2,-0.1,94.6,0.78,2.2,93.559375,93.559375,32,Rookie
1777,1777,6/17/2023,Brian O'Nora,AZ,CLE,6,3,133,10,10.3,123,122.7,0.3,92.5,92.3,0.2,92.5,-0.32,1.16,93.559375,93.559375,32,Rookie
1778,1778,6/13/2023,Brian O'Nora,LAD,CWS,5,1,136,9,8.2,127,127.8,-0.8,93.4,93.9,-0.6,94.9,0.68,1.1,93.559375,93.559375,32,Rookie
1779,1779,6/7/2023,Brian O'Nora,TEX,STL,0,1,124,14,8.9,110,115.1,-5.1,88.7,92.8,-4.1,92.7,-0.33,1.83,93.559375,93.559375,32,Rookie
1780,1780,5/28/2023,Brian O'Nora,TB,LAD,11,10,143,6,8.6,137,134.4,2.6,95.8,94,1.8,95.8,-0.08,0.62,93.559375,93.559375,32,Rookie
1781,1781,5/24/2023,Brian O'Nora,WSH,SD,5,3,147,4,9.3,143,137.7,5.3,97.3,93.7,3.6,95.2,0.22,0.44,93.559375,93.559375,32,Rookie
1782,1782,5/19/2023,Brian O'Nora,CIN,NYY,2,6,179,16,10.8,163,168.2,-5.2,91.1,94,-2.9,95,0.02,2.98,93.559375,93.559375,32,Rookie
1783,1783,5/15/2023,Brian O'Nora,BAL,LAA,5,9,164,13,10.1,151,153.9,-2.9,92.1,93.9,-1.8,93.9,-0.83,1.77,93.559375,93.559375,32,Rookie
1784,1784,5/10/2023,Brian O'Nora,SF,WSH,6,11,146,10,10,136,136,0,93.2,93.2,0,92.5,0.2,1.48,93.559375,93.559375,32,Rookie
1785,1785,5/6/2023,Brian O'Nora,LAA,TEX,1,10,169,10,9.9,159,159.1,-0.1,94.1,94.2,-0.1,92.9,-0.36,1.04,93.559375,93.559375,32,Rookie
1786,1786,5/2/2023,Brian O'Nora,OAK,SEA,1,2,149,14,10.2,135,138.8,-3.8,90.6,93.2,-2.6,90.6,-0.45,1.27,93.559375,93.559375,32,Rookie
1787,1787,4/25/2023,Brian O'Nora,ATL,MIA,7,4,154,16,9.6,138,144.4,-6.4,89.6,93.8,-4.2,92.9,-0.07,2.21,93.559375,93.559375,32,Rookie
1788,1788,4/21/2023,Brian O'Nora,MIN,WSH,2,3,158,8,12.3,150,145.7,4.3,94.9,92.2,2.7,91.1,-0.4,1.12,93.559375,93.559375,32,Rookie
1789,1789,4/9/2023,Brian O'Nora,CHC,TEX,2,8,152,16,10.1,136,141.9,-5.9,89.5,93.3,-3.9,92.1,1.22,2.7,93.559375,93.559375,32,Rookie
1790,1790,4/4/2023,Brian O'Nora,SEA,LAA,11,2,140,7,5.7,133,134.3,-1.3,95,96,-1,95,0.07,0.79,93.559375,93.559375,32,Rookie
1791,1791,3/31/2023,Brian O'Nora,SD,COL,1,4,139,17,13.8,122,125.2,-3.2,87.8,90.1,-2.3,91.4,0.57,1.33,93.559375,93.559375,32,Rookie
1792,1792,9/23/2023,Will Little,HOU,KC,2,3,168,6,9.3,162,158.7,3.3,96.4,94.5,1.9,94,0.52,0.88,93.76206896551724,93.76206896551724,29,Rookie
1793,1793,9/18/2023,Will Little,WSH,CWS,1,6,130,12,11.2,118,118.8,-0.8,90.8,91.4,-0.6,90.8,-0.4,1.1,93.76206896551724,93.76206896551724,29,Rookie
1794,1794,9/15/2023,Will Little,COL,SF,3,2,142,9,8.5,133,133.5,-0.5,93.7,94,-0.3,92.3,0.12,1.5,93.76206896551724,93.76206896551724,29,Rookie
1795,1795,9/3/2023,Will Little,CWS,DET,2,3,177,10,10.7,167,166.3,0.7,94.4,93.9,0.4,94.9,0.24,1.86,93.76206896551724,93.76206896551724,29,Rookie
1796,1796,8/29/2023,Will Little,MIA,TB,2,11,172,12,13.8,160,158.2,1.8,93,92,1,94.8,-1,1.56,93.76206896551724,93.76206896551724,29,Rookie
1797,1797,8/24/2023,Will Little,NYY,WSH,5,6,172,17,13.7,155,158.3,-3.3,90.1,92,-1.9,89.5,0.8,2.26,93.76206896551724,93.76206896551724,29,Rookie
1798,1798,8/19/2023,Will Little,LAA,TB,7,6,136,10,9.5,126,126.5,-0.5,92.6,93,-0.4,89,-0.23,1.37,93.76206896551724,93.76206896551724,29,Rookie
1799,1799,8/15/2023,Will Little,LAD,MIL,6,2,122,11,13.1,111,108.9,2.1,91,89.3,1.7,91.8,-0.05,1.11,93.76206896551724,93.76206896551724,29,Rookie
1800,1800,8/2/2023,Will Little,LAD,OAK,10,1,157,6,5.9,151,151.1,-0.1,96.2,96.2,0,96.8,0.05,0.61,93.76206896551724,93.76206896551724,29,Rookie
1801,1801,7/28/2023,Will Little,STL,CHC,2,3,155,9,12.4,146,142.6,3.4,94.2,92,2.2,92.9,-0.53,1.13,93.76206896551724,93.76206896551724,29,Rookie
1802,1802,7/24/2023,Will Little,PHI,BAL,2,3,136,2,6.8,134,129.2,4.8,98.5,95,3.5,96.3,-0.05,0.23,93.76206896551724,93.76206896551724,29,Rookie
1803,1803,7/8/2023,Will Little,LAD,LAA,10,5,142,6,8.5,136,133.5,2.5,95.8,94,1.7,95.8,-0.41,0.79,93.76206896551724,93.76206896551724,29,Rookie
1804,1804,7/4/2023,Will Little,AZ,NYM,5,8,187,7,16,180,171,9,96.3,91.5,4.8,95.7,-0.08,1.02,93.76206896551724,93.76206896551724,29,Rookie
1805,1805,6/28/2023,Will Little,BAL,CIN,7,11,215,8,12.7,207,202.3,4.7,96.3,94.1,2.2,94.9,0.45,1.17,93.76206896551724,93.76206896551724,29,Rookie
1806,1806,6/24/2023,Will Little,CLE,MIL,4,2,167,12,13.5,155,153.5,1.5,92.8,91.9,0.9,94.6,0.78,1.32,93.76206896551724,93.76206896551724,29,Rookie
1807,1807,6/19/2023,Will Little,DET,KC,6,4,145,4,8.8,141,136.2,4.8,97.2,93.9,3.3,94.5,0.36,0.44,93.76206896551724,93.76206896551724,29,Rookie
1808,1808,6/8/2023,Will Little,NYY,CWS,5,6,152,8,6.9,144,145.1,-1.1,94.7,95.4,-0.7,96.1,0.82,1.04,93.76206896551724,93.76206896551724,29,Rookie
1809,1809,6/4/2023,Will Little,MIN,CLE,1,2,124,2,7.3,122,116.7,5.3,98.4,94.1,4.2,97.6,-0.02,0.08,93.76206896551724,93.76206896551724,29,Rookie
1810,1810,5/31/2023,Will Little,CHC,TB,3,4,181,10,7.7,171,173.3,-2.3,94.5,95.8,-1.3,94.5,-0.62,2.22,93.76206896551724,93.76206896551724,29,Rookie
1811,1811,5/27/2023,Will Little,KC,WSH,2,4,173,6,12,167,161,6,96.5,93.1,3.5,93.6,0.4,1.24,93.76206896551724,93.76206896551724,29,Rookie
1812,1812,5/23/2023,Will Little,CIN,STL,5,8,156,6,13.7,150,142.3,7.7,96.2,91.2,4.9,95.5,0.14,0.66,93.76206896551724,93.76206896551724,29,Rookie
1813,1813,5/19/2023,Will Little,NYM,CLE,10,9,191,16,15.9,175,175.1,-0.1,91.6,91.7,0,93.2,-0.9,2.02,93.76206896551724,93.76206896551724,29,Rookie
1814,1814,5/7/2023,Will Little,TB,NYY,8,7,185,8,9.2,177,175.8,1.2,95.7,95,0.7,90.3,0.02,0.88,93.76206896551724,93.76206896551724,29,Rookie
1815,1815,5/3/2023,Will Little,BOS,TOR,8,3,167,8,7.7,159,159.3,-0.3,95.2,95.4,-0.2,92.2,0.43,1.49,93.76206896551724,93.76206896551724,29,Rookie
1816,1816,4/29/2023,Will Little,HOU,PHI,1,6,164,10,7,154,157,-3,93.9,95.7,-1.8,93.3,0.32,1.06,93.76206896551724,93.76206896551724,29,Rookie
1817,1817,4/24/2023,Will Little,CIN,TEX,7,6,168,5,11.2,163,156.8,6.2,97,93.3,3.7,95.8,-0.26,1.02,93.76206896551724,93.76206896551724,29,Rookie
1818,1818,4/20/2023,Will Little,NYY,LAA,9,3,189,2,12.4,187,176.6,10.4,98.9,93.4,5.5,93.7,-0.2,0.2,93.76206896551724,93.76206896551724,29,Rookie
1819,1819,4/11/2023,Will Little,NYM,SD,2,4,158,11,10.5,147,147.5,-0.5,93,93.4,-0.3,93.7,-0.59,1.37,93.76206896551724,93.76206896551724,29,Rookie
1820,1820,4/1/2023,Will Little,BOS,BAL,9,8,167,13,12.5,154,154.5,-0.5,92.2,92.5,-0.3,91,-1.36,3.64,93.76206896551724,93.76206896551724,29,Rookie
1821,1821,9/23/2023,Mike Estabrook,LAD,SF,7,0,152,14,8.5,138,143.5,-5.5,90.8,94.4,-3.6,91.4,0.33,2.31,94.14482758620689,94.14482758620689,29,Rookie
1822,1822,9/19/2023,Mike Estabrook,ATL,PHI,9,3,131,5,7.2,126,123.8,2.2,96.2,94.5,1.7,93.9,0.94,2.66,94.14482758620689,94.14482758620689,29,Rookie
1823,1823,9/8/2023,Mike Estabrook,BOS,BAL,2,11,155,11,9.2,144,145.8,-1.8,92.9,94.1,-1.2,94.8,-0.55,1.91,94.14482758620689,94.14482758620689,29,Rookie
1824,1824,9/3/2023,Mike Estabrook,CIN,CHC,7,15,182,14,13,168,169,-1,92.3,92.8,-0.5,94.5,0.24,1.6,94.14482758620689,94.14482758620689,29,Rookie
1825,1825,8/30/2023,Mike Estabrook,PHI,LAA,8,10,146,9,7.8,137,138.2,-1.2,93.8,94.6,-0.8,94.5,0.42,0.94,94.14482758620689,94.14482758620689,29,Rookie
1826,1826,8/26/2023,Mike Estabrook,DET,HOU,2,9,180,12,12.2,168,167.8,0.2,93.3,93.2,0.1,91.7,1.27,2.53,94.14482758620689,94.14482758620689,29,Rookie
1827,1827,8/22/2023,Mike Estabrook,TB,COL,12,4,146,7,7.5,139,138.5,0.5,95.2,94.9,0.3,95.9,0.15,0.71,94.14482758620689,94.14482758620689,29,Rookie
1828,1828,8/16/2023,Mike Estabrook,SD,BAL,5,2,139,7,8,132,131,1,95,94.3,0.7,95,0.66,1.62,94.14482758620689,94.14482758620689,29,Rookie
1829,1829,8/12/2023,Mike Estabrook,LAD,COL,4,1,110,8,8.1,102,101.9,0.1,92.7,92.7,0.1,93.6,-0.14,0.98,94.14482758620689,94.14482758620689,29,Rookie
1830,1830,8/8/2023,Mike Estabrook,CWS,NYY,1,7,186,10,11.8,176,174.2,1.8,94.6,93.6,1,94.1,0.43,1.35,94.14482758620689,94.14482758620689,29,Rookie
1831,1831,7/28/2023,Mike Estabrook,TOR,LAA,4,1,156,10,9,146,147,-1,93.6,94.2,-0.7,95.5,2.11,2.97,94.14482758620689,94.14482758620689,29,Rookie
1832,1832,7/22/2023,Mike Estabrook,MIA,COL,3,4,138,4,7.2,134,130.8,3.2,97.1,94.8,2.3,97.8,-0.07,0.49,94.14482758620689,94.14482758620689,29,Rookie
1833,1833,7/18/2023,Mike Estabrook,NYM,CWS,11,10,217,14,12.5,203,204.5,-1.5,93.5,94.2,-0.7,95.4,0.93,1.99,94.14482758620689,94.14482758620689,29,Rookie
1834,1834,7/6/2023,Mike Estabrook,MIL,CHC,6,5,175,9,10.4,166,164.6,1.4,94.9,94,0.8,94.9,0.88,1.8,94.14482758620689,94.14482758620689,29,Rookie
1835,1835,7/2/2023,Mike Estabrook,BAL,MIN,2,1,153,4,8.6,149,144.4,4.6,97.4,94.4,3,91.5,-0.64,0.96,94.14482758620689,94.14482758620689,29,Rookie
1836,1836,6/28/2023,Mike Estabrook,KC,CLE,1,14,197,5,12.2,192,184.8,7.2,97.5,93.8,3.7,93.4,0.11,0.39,94.14482758620689,94.14482758620689,29,Rookie
1837,1837,6/23/2023,Mike Estabrook,PHI,NYM,5,1,160,8,10.7,152,149.3,2.7,95,93.3,1.7,92.5,-1.26,1.96,94.14482758620689,94.14482758620689,29,Rookie
1838,1838,6/19/2023,Mike Estabrook,WSH,STL,6,8,164,7,12.3,157,151.7,5.3,95.7,92.5,3.2,90.9,0.55,1.05,94.14482758620689,94.14482758620689,29,Rookie
1839,1839,6/10/2023,Mike Estabrook,CLE,HOU,4,6,169,7,9,162,160,2,95.9,94.7,1.2,92.9,0.35,1.69,94.14482758620689,94.14482758620689,29,Rookie
1840,1840,6/3/2023,Mike Estabrook,TEX,SEA,16,6,184,12,13.4,172,170.6,1.4,93.5,92.7,0.7,97.3,-1.23,1.77,94.14482758620689,94.14482758620689,29,Rookie
1841,1841,5/29/2023,Mike Estabrook,SF,PIT,14,4,138,7,7.3,131,130.7,0.3,94.9,94.7,0.2,95.7,-0.27,0.91,94.14482758620689,94.14482758620689,29,Rookie
1842,1842,5/17/2023,Mike Estabrook,BOS,SEA,12,3,179,7,13.7,172,165.3,6.7,96.1,92.3,3.8,94.4,-0.54,0.72,94.14482758620689,94.14482758620689,29,Rookie
1843,1843,5/13/2023,Mike Estabrook,TOR,ATL,5,2,166,6,9.4,160,156.6,3.4,96.4,94.4,2,97,0.2,0.46,94.14482758620689,94.14482758620689,29,Rookie
1844,1844,5/8/2023,Mike Estabrook,NYY,OAK,7,2,148,3,8.4,145,139.6,5.4,98,94.3,3.6,94.6,0.08,0.18,94.14482758620689,94.14482758620689,29,Rookie
1845,1845,4/22/2023,Mike Estabrook,CHC,LAD,4,9,190,8,12.5,182,177.5,4.5,95.8,93.4,2.4,92.1,2.12,2.2,94.14482758620689,94.14482758620689,29,Rookie
1846,1846,4/18/2023,Mike Estabrook,CIN,TB,0,10,159,9,6.8,150,152.2,-2.2,94.3,95.7,-1.4,95,1.15,1.45,94.14482758620689,94.14482758620689,29,Rookie
1847,1847,4/13/2023,Mike Estabrook,TOR,DET,1,3,164,11,8.9,153,155.1,-2.1,93.3,94.6,-1.3,96.3,-0.02,1.76,94.14482758620689,94.14482758620689,29,Rookie
1848,1848,4/8/2023,Mike Estabrook,PIT,CWS,5,11,166,3,10,163,156,7,98.2,94,4.2,91,-0.08,0.18,94.14482758620689,94.14482758620689,29,Rookie
1849,1849,4/3/2023,Mike Estabrook,MIA,MIN,1,11,163,9,12.7,154,150.3,3.7,94.5,92.2,2.3,92.6,-1.46,1.98,94.14482758620689,94.14482758620689,29,Rookie
1850,1850,9/22/2023,Dan Iassogna,CHC,COL,6,0,166,8,8,158,158,0,95.2,95.2,0,94,-0.23,1.59,92.91333333333334,92.91333333333334,30,Rookie
1851,1851,9/15/2023,Dan Iassogna,OAK,SD,3,8,183,16,12.5,167,170.5,-3.5,91.3,93.2,-1.9,90.7,-0.82,1.64,92.91333333333334,92.91333333333334,30,Rookie
1852,1852,9/11/2023,Dan Iassogna,MIN,TB,4,7,189,7,11.3,182,177.7,4.3,96.3,94,2.3,94.7,-0.52,0.74,92.91333333333334,92.91333333333334,30,Rookie
1853,1853,9/1/2023,Dan Iassogna,WSH,MIA,5,8,176,12,11.6,164,164.4,-0.4,93.2,93.4,-0.2,90.9,-1.06,1.52,92.91333333333334,92.91333333333334,30,Rookie
1854,1854,8/28/2023,Dan Iassogna,BOS,HOU,5,13,190,8,11.9,182,178.1,3.9,95.8,93.7,2.1,92.1,0.3,1.06,92.91333333333334,92.91333333333334,30,Rookie
1855,1855,8/24/2023,Dan Iassogna,BAL,TOR,5,3,101,4,7.2,97,93.8,3.2,96,92.9,3.1,96,0.28,0.52,92.91333333333334,92.91333333333334,30,Rookie
1856,1856,8/19/2023,Dan Iassogna,COL,CWS,11,5,171,11,13.8,160,157.2,2.8,93.6,91.9,1.6,93,-0.25,1.37,92.91333333333334,92.91333333333334,30,Rookie
1857,1857,8/13/2023,Dan Iassogna,SEA,BAL,3,5,151,15,8.6,136,142.4,-6.4,90.1,94.3,-4.2,92.1,-0.52,1.78,92.91333333333334,92.91333333333334,30,Rookie
1858,1858,8/8/2023,Dan Iassogna,OAK,TEX,1,6,132,7,8,125,124,1,94.7,93.9,0.8,97,0.02,0.66,92.91333333333334,92.91333333333334,30,Rookie
1859,1859,8/4/2023,Dan Iassogna,SD,LAD,5,10,173,10,11.6,163,161.4,1.6,94.2,93.3,0.9,91.9,-1.05,1.69,92.91333333333334,92.91333333333334,30,Rookie
1860,1860,7/31/2023,Dan Iassogna,SF,AZ,3,4,176,11,13.8,165,162.2,2.8,93.8,92.2,1.6,91.5,1.38,1.86,92.91333333333334,92.91333333333334,30,Rookie
1861,1861,7/20/2023,Dan Iassogna,CIN,SF,5,1,148,8,6.7,140,141.3,-1.3,94.6,95.5,-0.9,92.6,-1.06,1.14,92.91333333333334,92.91333333333334,30,Rookie
1862,1862,7/16/2023,Dan Iassogna,TOR,AZ,7,5,179,6,8.4,173,170.6,2.4,96.6,95.3,1.4,96.1,0.45,0.61,92.91333333333334,92.91333333333334,30,Rookie
1863,1863,7/6/2023,Dan Iassogna,NYY,BAL,1,14,188,13,11.9,175,176.1,-1.1,93.1,93.7,-0.6,91,-0.65,2.23,92.91333333333334,92.91333333333334,30,Rookie
1864,1864,6/25/2023,Dan Iassogna,CWS,BOS,4,1,149,11,6,138,143,-5,92.6,96,-3.3,89.3,-0.78,1.06,92.91333333333334,92.91333333333334,30,Rookie
1865,1865,6/20/2023,Dan Iassogna,PIT,CHC,0,4,145,7,9.1,138,135.9,2.1,95.2,93.7,1.5,94.5,-0.1,0.6,92.91333333333334,92.91333333333334,30,Rookie
1866,1866,6/16/2023,Dan Iassogna,MIN,DET,1,7,120,8,7,112,113,-1,93.3,94.2,-0.8,95,-0.4,0.8,92.91333333333334,92.91333333333334,30,Rookie
1867,1867,6/12/2023,Dan Iassogna,STL,SF,3,4,150,12,9.6,138,140.4,-2.4,92,93.6,-1.6,92.7,0.41,1.83,92.91333333333334,92.91333333333334,30,Rookie
1868,1868,6/8/2023,Dan Iassogna,TOR,HOU,3,2,159,8,7.9,151,151.1,-0.1,95,95,-0.1,95.6,0.29,0.91,92.91333333333334,92.91333333333334,30,Rookie
1869,1869,5/28/2023,Dan Iassogna,ATL,PHI,11,4,162,9,10.2,153,151.8,1.2,94.4,93.7,0.8,95.1,-0.26,1.18,92.91333333333334,92.91333333333334,30,Rookie
1870,1870,5/24/2023,Dan Iassogna,PIT,TEX,2,3,132,11,7,121,125,-4,91.7,94.7,-3.1,90.2,0.9,1.64,92.91333333333334,92.91333333333334,30,Rookie
1871,1871,5/20/2023,Dan Iassogna,TOR,BAL,5,6,181,22,13.3,159,167.7,-8.7,87.8,92.7,-4.8,89.5,0.36,2.8,92.91333333333334,92.91333333333334,30,Rookie
1872,1872,5/17/2023,Dan Iassogna,CWS,CLE,7,2,141,11,7.1,130,133.9,-3.9,92.2,95,-2.8,93.6,0.07,1.03,92.91333333333334,92.91333333333334,30,Rookie
1873,1873,5/5/2023,Dan Iassogna,CLE,MIN,0,2,104,10,6.6,94,97.4,-3.4,90.4,93.7,-3.3,92.3,0.35,0.91,92.91333333333334,92.91333333333334,30,Rookie
1874,1874,4/23/2023,Dan Iassogna,SEA,STL,3,7,168,13,11.7,155,156.3,-1.3,92.3,93,-0.7,91.1,1.15,1.69,92.91333333333334,92.91333333333334,30,Rookie
1875,1875,4/18/2023,Dan Iassogna,COL,PIT,3,5,162,11,10.4,151,151.6,-0.6,93.2,93.5,-0.3,92.6,-0.14,1,92.91333333333334,92.91333333333334,30,Rookie
1876,1876,4/14/2023,Dan Iassogna,OAK,NYM,6,17,255,13,13.4,242,241.6,0.4,94.9,94.7,0.2,96.9,-0.7,1.58,92.91333333333334,92.91333333333334,30,Rookie
1877,1877,4/9/2023,Dan Iassogna,SF,KC,3,1,113,9,8.6,104,104.4,-0.4,92,92.4,-0.3,92,0.95,1.39,92.91333333333334,92.91333333333334,30,Rookie
1878,1878,4/4/2023,Dan Iassogna,BOS,PIT,1,4,156,12,8.9,144,147.1,-3.1,92.3,94.3,-2,92.3,0.18,1.26,92.91333333333334,92.91333333333334,30,Rookie
1879,1879,3/30/2023,Dan Iassogna,STL,TOR,9,10,202,15,14.2,187,187.8,-0.8,92.6,93,-0.4,91.1,-0.65,2.07,92.91333333333334,92.91333333333334,30,Rookie
1880,1880,9/22/2023,Roberto Ortiz,MIA,MIL,1,16,200,19,11.6,181,188.4,-7.4,90.5,94.2,-3.7,92,1.57,3.83,93.42068966,93.42068965517241,29,Rookie
1881,1881,9/17/2023,Roberto Ortiz,CLE,TEX,9,2,156,16,14.5,140,141.5,-1.5,89.7,90.7,-0.9,91,-0.3,1.56,93.42068966,93.42068965517241,29,Rookie
1882,1882,9/11/2023,Roberto Ortiz,NYM,AZ,3,4,169,17,11.4,152,157.6,-5.6,89.9,93.2,-3.3,89.9,0.15,2.03,93.42068966,93.42068965517241,29,Rookie
1883,1883,9/8/2023,Roberto Ortiz,ATL,PIT,8,2,132,11,10.2,121,121.8,-0.8,91.7,92.3,-0.6,94.7,-0.39,1.15,93.42068966,93.42068965517241,29,Rookie
1884,1884,9/2/2023,Roberto Ortiz,OAK,LAA,2,1,142,8,9.5,134,132.5,1.5,94.4,93.3,1.1,90.1,1.09,1.25,93.42068966,93.42068965517241,29,Rookie
1885,1885,8/28/2023,Roberto Ortiz,SF,CIN,4,1,159,18,16.2,141,142.8,-1.8,88.7,89.8,-1.2,88.7,1.02,2.56,93.42068966,93.42068965517241,29,Rookie
1886,1886,8/16/2023,Roberto Ortiz,SF,TB,1,6,132,8,10.3,124,121.7,2.3,93.9,92.2,1.8,95.5,0.19,0.65,93.42068966,93.42068965517241,29,Rookie
1887,1887,8/12/2023,Roberto Ortiz,AZ,SD,3,0,136,12,8.9,124,127.1,-3.1,91.2,93.5,-2.3,89.7,-0.25,1.11,93.42068966,93.42068965517241,29,Rookie
1888,1888,8/7/2023,Roberto Ortiz,CIN,MIA,5,2,135,2,8.2,133,126.8,6.2,98.5,94,4.6,91.9,0.19,0.19,93.42068966,93.42068965517241,29,Rookie
1889,1889,8/2/2023,Roberto Ortiz,PIT,DET,3,6,177,14,12.9,163,164.1,-1.1,92.1,92.7,-0.6,90.4,-1.99,3.85,93.42068966,93.42068965517241,29,Rookie
1890,1890,7/28/2023,Roberto Ortiz,COL,OAK,5,8,160,5,9.5,155,150.5,4.5,96.9,94.1,2.8,97.5,0.3,0.76,93.42068966,93.42068965517241,29,Rookie
1891,1891,7/16/2023,Roberto Ortiz,STL,WSH,8,4,156,4,6.3,152,149.7,2.3,97.4,96,1.5,96.8,0.41,0.41,93.42068966,93.42068965517241,29,Rookie
1892,1892,7/9/2023,Roberto Ortiz,TB,ATL,10,4,139,9,11.4,130,127.6,2.4,93.5,91.8,1.7,94.2,0.26,0.82,93.42068966,93.42068965517241,29,Rookie
1893,1893,7/5/2023,Roberto Ortiz,DET,OAK,3,12,167,12,11.2,155,155.8,-0.8,92.8,93.3,-0.5,91.6,-0.37,1.07,93.42068966,93.42068965517241,29,Rookie
1894,1894,7/1/2023,Roberto Ortiz,TEX,HOU,5,2,150,4,8.8,146,141.2,4.8,97.3,94.1,3.2,98,0.33,0.47,93.42068966,93.42068965517241,29,Rookie
1895,1895,6/27/2023,Roberto Ortiz,LAA,CWS,4,2,157,9,8.1,148,148.9,-0.9,94.3,94.8,-0.6,94.3,0.49,1.31,93.42068966,93.42068965517241,29,Rookie
1896,1896,6/15/2023,Roberto Ortiz,ATL,COL,8,3,138,11,9.9,127,128.1,-1.1,92,92.8,-0.8,94.2,-0.1,1.5,93.42068966,93.42068965517241,29,Rookie
1897,1897,6/10/2023,Roberto Ortiz,PHI,LAD,0,9,152,8,7.2,144,144.8,-0.8,94.7,95.2,-0.5,95.4,-0.18,0.92,93.42068966,93.42068965517241,29,Rookie
1898,1898,6/5/2023,Roberto Ortiz,MIA,KC,9,6,132,5,7.8,127,124.2,2.8,96.2,94.1,2.1,95.5,0.32,0.48,93.42068966,93.42068965517241,29,Rookie
1899,1899,5/25/2023,Roberto Ortiz,CHC,NYM,1,10,171,17,9.8,154,161.2,-7.2,90.1,94.3,-4.2,92.4,-0.51,1.69,93.42068966,93.42068965517241,29,Rookie
1900,1900,5/20/2023,Roberto Ortiz,LAA,MIN,2,6,169,6,10,163,159,4,96.4,94.1,2.4,94.7,0.78,0.94,93.42068966,93.42068965517241,29,Rookie
1901,1901,5/15/2023,Roberto Ortiz,SF,PHI,6,3,156,6,8,150,148,2,96.2,94.9,1.3,92.9,-0.07,0.53,93.42068966,93.42068965517241,29,Rookie
1902,1902,5/7/2023,Roberto Ortiz,AZ,WSH,8,9,210,16,19.7,194,190.3,3.7,92.4,90.6,1.7,92.9,-1.42,3.06,93.42068966,93.42068965517241,29,Rookie
1903,1903,5/3/2023,Roberto Ortiz,KC,BAL,6,0,93,5,4.7,88,88.3,-0.3,94.6,95,-0.3,94.6,0.06,0.68,93.42068966,93.42068965517241,29,Rookie
1904,1904,4/28/2023,Roberto Ortiz,MIA,CHC,3,2,126,6,10.2,120,115.8,4.2,95.2,91.9,3.3,95.2,-0.1,0.6,93.42068966,93.42068965517241,29,Rookie
1905,1905,4/23/2023,Roberto Ortiz,SF,NYM,5,4,154,11,11,143,143,0,92.9,92.8,0,90.9,0.73,1.85,93.42068966,93.42068965517241,29,Rookie
1906,1906,4/19/2023,Roberto Ortiz,SD,ATL,1,0,129,11,9.1,118,119.9,-1.9,91.5,93,-1.5,94.6,0.19,1.05,93.42068966,93.42068965517241,29,Rookie
1907,1907,4/8/2023,Roberto Ortiz,BAL,NYY,1,4,166,9,10.3,157,155.7,1.3,94.6,93.8,0.8,94,-0.23,0.93,93.42068966,93.42068965517241,29,Rookie
1908,1908,4/2/2023,Roberto Ortiz,HOU,CWS,3,6,180,6,6.9,174,173.1,0.9,96.7,96.2,0.5,95.6,0.03,0.87,93.42068966,93.42068965517241,29,Rookie
1909,1909,9/22/2023,Derek Thomas,SD,STL,4,2,156,10,10.1,146,145.9,0.1,93.6,93.5,0.1,95.5,0.1,0.82,95.16315789473684,95.16315789473684,19,Rookie
1910,1910,9/17/2023,Derek Thomas,KC,HOU,1,7,136,5,8.6,131,127.4,3.6,96.3,93.7,2.7,97.1,0.22,0.54,95.16315789473684,95.16315789473684,19,Rookie
1911,1911,9/13/2023,Derek Thomas,PIT,WSH,7,6,176,6,10.1,170,165.9,4.1,96.6,94.3,2.3,96,0.24,0.48,95.16315789473684,95.16315789473684,19,Rookie
1912,1912,9/9/2023,Derek Thomas,DET,CWS,3,1,168,6,8.9,162,159.1,2.9,96.4,94.7,1.7,94,0.55,1.11,95.16315789473684,95.16315789473684,19,Rookie
1913,1913,9/5/2023,Derek Thomas,CIN,SEA,7,6,191,11,12.2,180,178.8,1.2,94.2,93.6,0.7,97.4,-0.18,1.16,95.16315789473684,95.16315789473684,19,Rookie
1914,1914,8/29/2023,Derek Thomas,MIN,CLE,2,4,157,6,8.3,151,148.7,2.3,96.2,94.7,1.5,96.2,0.51,0.89,95.16315789473684,95.16315789473684,19,Rookie
1915,1915,8/25/2023,Derek Thomas,AZ,CIN,10,8,186,4,10.5,182,175.5,6.5,97.8,94.4,3.5,96.2,-0.06,0.44,95.16315789473684,95.16315789473684,19,Rookie
1916,1916,8/12/2023,Derek Thomas,NYM,ATL,3,21,170,8,13.4,162,156.6,5.4,95.3,92.1,3.2,97.1,-0.46,1.22,95.16315789473684,95.16315789473684,19,Rookie
1917,1917,8/8/2023,Derek Thomas,PHI,WSH,4,5,171,7,11.5,164,159.5,4.5,95.9,93.3,2.6,94.7,0.17,0.75,95.16315789473684,95.16315789473684,19,Rookie
1918,1918,8/3/2023,Derek Thomas,CHC,CIN,5,3,143,8,8.9,135,134.1,0.9,94.4,93.8,0.6,95.1,0.37,0.53,95.16315789473684,95.16315789473684,19,Rookie
