,Unnamed: 0,date,umpire,home,away,home_team_runs,away_team_runs,pitches_called,incorrect_calls,expected_incorrect_calls,correct_calls,expected_correct_calls,correct_calls_above_expected,accuracy,expected_accuracy,accuracy_above_expected,consistency,favor_home,total_run_impact,expected_consistency,expected_consistency,games_umpired,experience
0,0,9/30/2023,Angel Hernandez,DET,CLE,8,0,177,7,11.7,170,165.3,4.7,96,93.4,2.7,93.8,-0.36,0.8,92.36,92.36,10,Rookie
1,1,9/27/2023,Angel Hernandez,PHI,PIT,7,6,156,8,9.2,148,146.8,1.2,94.9,94.1,0.7,93.6,-0.29,1.07,92.36,92.36,10,Rookie
2,2,9/14/2023,Angel Hernandez,PIT,WSH,2,0,93,15,7,78,86,-8,83.9,92.5,-8.6,91.4,-0.9,1.62,92.36,92.36,10,Rookie
3,3,9/10/2023,Angel Hernandez,NYY,MIL,4,3,203,12,11.5,191,191.5,-0.5,94.1,94.3,-0.2,93.1,-0.63,2.09,92.36,92.36,10,Rookie
4,4,9/6/2023,Angel Hernandez,MIA,LAD,11,4,159,15,10.1,144,148.9,-4.9,90.6,93.7,-3.1,92.5,-0.34,1.32,92.36,92.36,10,Rookie
5,5,9/1/2023,Angel Hernandez,COL,TOR,9,13,175,19,11.4,156,163.6,-7.6,89.1,93.5,-4.4,92,0.85,2.93,92.36,92.36,10,Rookie
6,6,8/20/2023,Angel Hernandez,ATL,SF,3,4,175,13,11.7,162,163.3,-1.3,92.6,93.3,-0.8,90.9,0.71,1.37,92.36,92.36,10,Rookie
7,7,8/16/2023,Angel Hernandez,KC,SEA,5,6,151,12,6.9,139,144.1,-5.1,92.1,95.4,-3.4,90.7,0.1,1.38,92.36,92.36,10,Rookie
8,8,8/12/2023,Angel Hernandez,MIA,NYY,3,1,123,13,8.1,110,114.9,-4.9,89.4,93.4,-4,89.4,-0.68,1.22,92.36,92.36,10,Rookie
9,9,8/2/2023,Angel Hernandez,WSH,MIL,3,2,133,9,7.2,124,125.8,-1.8,93.2,94.6,-1.4,96.2,-0.29,0.73,92.36,92.36,10,Rookie
10,10,9/30/2023,Alfonso Marquez,TOR,TB,5,7,160,10,8,150,152,-2,93.8,95,-1.3,95,0.5,1.56,93.24285714285716,93.24285714285715,28,Rookie
11,11,9/27/2023,Alfonso Marquez,NYM,MIA,11,2,175,7,10.9,168,164.1,3.9,96,93.8,2.2,91.4,-0.66,0.82,93.24285714285716,93.24285714285715,28,Rookie
12,12,9/21/2023,Alfonso Marquez,WSH,ATL,3,10,190,13,15.3,177,174.7,2.3,93.2,91.9,1.2,95.8,-1.16,2.1,93.24285714285716,93.24285714285715,28,Rookie
13,13,9/9/2023,Alfonso Marquez,TEX,OAK,3,2,189,16,13.2,173,175.8,-2.8,91.5,93,-1.5,89.9,0.28,1.82,93.24285714285716,93.24285714285715,28,Rookie
14,14,9/4/2023,Alfonso Marquez,LAA,BAL,3,6,141,6,8.7,135,132.3,2.7,95.7,93.8,1.9,91.5,-0.16,0.64,93.24285714285716,93.24285714285715,28,Rookie
15,15,8/22/2023,Alfonso Marquez,AZ,TEX,6,3,152,4,9.8,148,142.2,5.8,97.4,93.5,3.8,96.7,-0.42,0.64,93.24285714285716,93.24285714285715,28,Rookie
16,16,8/16/2023,Alfonso Marquez,TOR,PHI,4,9,138,12,10.6,126,127.4,-1.4,91.3,92.3,-1,93.5,0.2,1.18,93.24285714285716,93.24285714285715,28,Rookie
17,17,8/11/2023,Alfonso Marquez,HOU,LAA,11,3,134,7,4.8,127,129.2,-2.2,94.8,96.4,-1.6,95.5,0.08,0.68,93.24285714285716,93.24285714285715,28,Rookie
18,18,7/30/2023,Alfonso Marquez,ATL,MIL,8,6,150,10,9.4,140,140.6,-0.6,93.3,93.7,-0.4,92.7,0.12,1.22,93.24285714285716,93.24285714285715,28,Rookie
19,19,7/25/2023,Alfonso Marquez,NYY,NYM,3,9,170,13,14,157,156,1,92.4,91.8,0.6,92.9,-0.42,1.32,93.24285714285716,93.24285714285715,28,Rookie
20,20,7/20/2023,Alfonso Marquez,KC,DET,0,3,129,5,7,124,122,2,96.1,94.6,1.6,96.1,0.12,0.26,93.24285714285716,93.24285714285715,28,Rookie
21,21,7/9/2023,Alfonso Marquez,CWS,STL,3,4,134,9,5.4,125,128.6,-3.6,93.3,96,-2.7,94,0.57,1.41,93.24285714285716,93.24285714285715,28,Rookie
22,22,7/5/2023,Alfonso Marquez,SF,SEA,2,0,123,5,6.9,118,116.1,1.9,95.9,94.4,1.5,95.9,-0.21,0.35,93.24285714285716,93.24285714285715,28,Rookie
23,23,7/1/2023,Alfonso Marquez,LAA,AZ,1,3,161,9,8.9,152,152.1,-0.1,94.4,94.5,-0.1,95,-0.08,1.4,93.24285714285716,93.24285714285715,28,Rookie
24,24,6/25/2023,Alfonso Marquez,DET,MIN,3,6,187,8,10.2,179,176.8,2.2,95.7,94.6,1.2,95.2,-0.11,0.77,93.24285714285716,93.24285714285715,28,Rookie
25,25,6/20/2023,Alfonso Marquez,PHI,ATL,2,4,143,3,8.2,140,134.8,5.2,97.9,94.3,3.6,95.8,0.49,0.49,93.24285714285716,93.24285714285715,28,Rookie
26,26,6/15/2023,Alfonso Marquez,TEX,LAA,3,5,157,9,9.6,148,147.4,0.6,94.3,93.9,0.4,92.4,-0.4,1.24,93.24285714285716,93.24285714285715,28,Rookie
27,27,6/4/2023,Alfonso Marquez,MIA,OAK,7,5,130,5,8.8,125,121.2,3.8,96.2,93.3,2.9,90.8,-0.01,0.39,93.24285714285716,93.24285714285715,28,Rookie
28,28,5/30/2023,Alfonso Marquez,BAL,CLE,8,5,151,12,10.1,139,140.9,-1.9,92.1,93.3,-1.2,92.1,0.05,1.75,93.24285714285716,93.24285714285715,28,Rookie
29,29,5/17/2023,Alfonso Marquez,SD,KC,3,4,170,16,10.3,154,159.7,-5.7,90.6,93.9,-3.3,92.9,-0.33,2.07,93.24285714285716,93.24285714285715,28,Rookie
30,30,5/12/2023,Alfonso Marquez,AZ,SF,7,5,171,11,14.5,160,156.5,3.5,93.6,91.5,2,90.6,1.77,2.33,93.24285714285716,93.24285714285715,28,Rookie
31,31,5/8/2023,Alfonso Marquez,MIL,LAD,9,3,133,10,10.1,123,122.9,0.1,92.5,92.4,0.1,88,-0.05,0.87,93.24285714285716,93.24285714285715,28,Rookie
32,32,4/29/2023,Alfonso Marquez,SD,SF,16,11,230,23,15.2,207,214.8,-7.8,90,93.4,-3.4,91.3,0.48,3.46,93.24285714285716,93.24285714285715,28,Rookie
33,33,4/24/2023,Alfonso Marquez,ATL,MIA,11,0,134,9,8.7,125,125.3,-0.3,93.3,93.5,-0.2,93.3,-0.27,0.91,93.24285714285716,93.24285714285715,28,Rookie
34,34,4/21/2023,Alfonso Marquez,MIL,BOS,3,5,161,9,9.5,152,151.5,0.5,94.4,94.1,0.3,94.4,-0.11,0.71,93.24285714285716,93.24285714285715,28,Rookie
35,35,4/11/2023,Alfonso Marquez,LAA,WSH,2,0,159,19,13.1,140,145.9,-5.9,88.1,91.7,-3.7,91.2,-0.42,1.78,93.24285714285716,93.24285714285715,28,Rookie
36,36,4/7/2023,Alfonso Marquez,AZ,LAD,6,3,175,14,13.4,161,161.6,-0.6,92,92.3,-0.3,92.6,0.91,1.95,93.24285714285716,93.24285714285715,28,Rookie
37,37,4/3/2023,Alfonso Marquez,OAK,CLE,11,12,176,14,11.6,162,164.4,-2.4,92,93.4,-1.4,94.3,-0.02,1.38,93.24285714285716,93.24285714285715,28,Rookie
38,38,9/30/2023,Quinn Wolcott,NYM,PHI,4,3,147,7,10.7,140,136.3,3.7,95.2,92.7,2.5,95.2,0.26,1.08,94.81724137931032,94.81724137931033,29,Rookie
39,39,9/25/2023,Quinn Wolcott,NYY,AZ,6,4,169,7,11.9,162,157.1,4.9,95.9,92.9,2.9,95.9,-0.42,1,94.81724137931032,94.81724137931033,29,Rookie
40,40,9/17/2023,Quinn Wolcott,MIA,ATL,16,2,175*,7*,11.3*,168*,163.7*,4.3*,96*,93.5*,2.5*,93.1,-0.01*,0.97*,94.81724137931032,94.81724137931033,29,Rookie
41,41,9/14/2023,Quinn Wolcott,DET,CIN,8,2,140,7,10,133,130,3,95,92.9,2.1,95,0.88,1.04,94.81724137931032,94.81724137931033,29,Rookie
42,42,9/9/2023,Quinn Wolcott,HOU,SD,7,5,176,7,8.2,169,167.8,1.2,96,95.3,0.7,91.5,0.39,1.11,94.81724137931032,94.81724137931033,29,Rookie
43,43,9/4/2023,Quinn Wolcott,AZ,COL,4,2,116,3,7,113,109,4,97.4,94,3.4,97.4,-0.08,0.24,94.81724137931032,94.81724137931033,29,Rookie
44,44,8/25/2023,Quinn Wolcott,SEA,KC,7,5,160,5,9.2,155,150.8,4.2,96.9,94.2,2.6,96.2,0.33,0.73,94.81724137931032,94.81724137931033,29,Rookie
45,45,8/16/2023,Quinn Wolcott,MIA,HOU,5,12,169,6,9.7,163,159.3,3.7,96.4,94.3,2.2,94.1,0.34,0.56,94.81724137931032,94.81724137931033,29,Rookie
46,46,8/12/2023,Quinn Wolcott,TB,CLE,6,5,147,7,10.2,140,136.8,3.2,95.2,93.1,2.2,95.9,0.35,1.11,94.81724137931032,94.81724137931033,29,Rookie
47,47,8/5/2023,Quinn Wolcott,LAA,SEA,2,3,136,7,6.9,129,129.1,-0.1,94.9,94.9,0,94.1,0.28,0.8,94.81724137931032,94.81724137931033,29,Rookie
48,48,8/1/2023,Quinn Wolcott,HOU,CLE,2,0,115,3,6.6,112,108.4,3.6,97.4,94.2,3.2,96.5,0.15,0.23,94.81724137931032,94.81724137931033,29,Rookie
49,49,7/28/2023,Quinn Wolcott,SF,BOS,2,3,106,6,9,100,97,3,94.3,91.5,2.9,91.5,-0.31,0.83,94.81724137931032,94.81724137931033,29,Rookie
50,50,7/5/2023,Quinn Wolcott,WSH,CIN,2,9,191,6,11.1,185,179.9,5.1,96.9,94.2,2.7,95.3,0.02,0.74,94.81724137931032,94.81724137931033,29,Rookie
51,51,6/30/2023,Quinn Wolcott,PIT,MIL,8,7,179,11,12,168,167,1,93.9,93.3,0.5,91.1,-0.61,1.53,94.81724137931032,94.81724137931033,29,Rookie
52,52,6/25/2023,Quinn Wolcott,LAD,HOU,5,6,160,4,9.2,156,150.8,5.2,97.5,94.3,3.2,95.6,-0.13,0.29,94.81724137931032,94.81724137931033,29,Rookie
53,53,6/21/2023,Quinn Wolcott,SF,SD,4,2,153,4,11.9,149,141.1,7.9,97.4,92.2,5.1,95.4,-0.69,0.97,94.81724137931032,94.81724137931033,29,Rookie
54,54,6/17/2023,Quinn Wolcott,SEA,CWS,3,4,181,11,10.2,170,170.8,-0.8,93.9,94.4,-0.5,93.4,-0.67,1.59,94.81724137931032,94.81724137931033,29,Rookie
55,55,6/13/2023,Quinn Wolcott,OAK,TB,2,1,125,1,5.5,124,119.5,4.5,99.2,95.6,3.6,97.6,-0.08,0.08,94.81724137931032,94.81724137931033,29,Rookie
56,56,6/9/2023,Quinn Wolcott,STL,CIN,7,4,150,3,6.9,147,143.1,3.9,98,95.4,2.6,97.3,-0.38,0.56,94.81724137931032,94.81724137931033,29,Rookie
57,57,5/28/2023,Quinn Wolcott,CHC,CIN,5,8,208,16,12.8,192,195.2,-3.2,92.3,93.8,-1.5,94.2,-0.87,3.45,94.81724137931032,94.81724137931033,29,Rookie
58,58,5/23/2023,Quinn Wolcott,PHI,AZ,3,4,157,4,11.4,153,145.6,7.4,97.5,92.8,4.7,93.6,0.17,0.39,94.81724137931032,94.81724137931033,29,Rookie
59,59,5/11/2023,Quinn Wolcott,KC,CWS,4,3,121,6,7.4,115,113.6,1.4,95,93.8,1.2,92.6,-0.22,0.84,94.81724137931032,94.81724137931033,29,Rookie
60,60,5/7/2023,Quinn Wolcott,STL,DET,12,6,140,6,12.6,134,127.4,6.6,95.7,91,4.7,92.9,0,0.54,94.81724137931032,94.81724137931033,29,Rookie
61,61,5/3/2023,Quinn Wolcott,TB,PIT,8,1,149,4,10.1,145,138.9,6.1,97.3,93.2,4.1,94.6,0.04,0.34,94.81724137931032,94.81724137931033,29,Rookie
62,62,4/28/2023,Quinn Wolcott,NYM,ATL,0,4,81,2,4.6,79,76.4,2.6,97.5,94.3,3.3,97.5,0.17,0.27,94.81724137931032,94.81724137931033,29,Rookie
63,63,4/23/2023,Quinn Wolcott,NYY,TOR,1,5,137,7,7.8,130,129.2,0.8,94.9,94.3,0.6,96.4,0.17,0.53,94.81724137931032,94.81724137931033,29,Rookie
64,64,4/18/2023,Quinn Wolcott,STL,AZ,7,8,184,10,12.9,174,171.1,2.9,94.6,93,1.6,91.3,-0.14,1.2,94.81724137931032,94.81724137931033,29,Rookie
65,65,4/14/2023,Quinn Wolcott,KC,ATL,3,10,141,3,9.6,138,131.4,6.6,97.9,93.2,4.7,96.5,0.38,0.38,94.81724137931032,94.81724137931033,29,Rookie
66,66,4/2/2023,Quinn Wolcott,OAK,LAA,0,6,149*,6*,6.1*,143*,142.9*,0.1*,96*,95.9*,0.1*,98,-0.1*,0.56*,94.81724137931032,94.81724137931033,29,Rookie
67,67,9/30/2023,D.J. Reyburn,NYM,PHI,11,4,151,4,7,147,144,3,97.4,95.4,2,98,-0.16,0.4,93.434375,93.434375,32,Rookie
68,68,9/26/2023,D.J. Reyburn,PHI,PIT,3,2,149,13,11.8,136,137.2,-1.2,91.3,92.1,-0.8,91.9,-0.19,1.09,93.434375,93.434375,32,Rookie
69,69,9/13/2023,D.J. Reyburn,PHI,ATL,1,4,118,3,5.3,115,112.7,2.3,97.5,95.5,2,97.5,-0.16,0.4,93.434375,93.434375,32,Rookie
70,70,9/9/2023,D.J. Reyburn,NYY,MIL,2,9,191,9,10.3,182,180.7,1.3,95.3,94.6,0.7,92.7,-1.04,1.42,93.434375,93.434375,32,Rookie
71,71,9/5/2023,D.J. Reyburn,MIA,LAD,6,3,142,8,8.3,134,133.7,0.3,94.4,94.2,0.2,93,0.43,0.99,93.434375,93.434375,32,Rookie
72,72,8/30/2023,D.J. Reyburn,CHC,MIL,3,2,150,8,10.1,142,139.9,2.1,94.7,93.3,1.4,91.3,0.53,0.93,93.434375,93.434375,32,Rookie
73,73,8/19/2023,D.J. Reyburn,ATL,SF,6,5,127,6,8.8,121,118.2,2.8,95.3,93,2.2,96.1,-0.18,0.94,93.434375,93.434375,32,Rookie
74,74,8/15/2023,D.J. Reyburn,KC,SEA,8,10,168,14,10.3,154,157.7,-3.7,91.7,93.8,-2.2,92.3,-0.68,2.04,93.434375,93.434375,32,Rookie
75,75,8/11/2023,D.J. Reyburn,MIA,NYY,4,9,171,10,10.9,161,160.1,0.9,94.2,93.7,0.5,93,-0.14,1.04,93.434375,93.434375,32,Rookie
76,76,8/2/2023,D.J. Reyburn,SEA,BOS,6,3,150,8,9.5,142,140.5,1.5,94.7,93.7,1,95.3,-0.06,0.54,93.434375,93.434375,32,Rookie
77,77,7/30/2023,D.J. Reyburn,SD,TEX,5,3,172,15,11.1,157,160.9,-3.9,91.3,93.5,-2.2,93.6,1.55,2.81,93.434375,93.434375,32,Rookie
78,78,7/25/2023,D.J. Reyburn,AZ,STL,3,1,124,5,9.8,119,114.2,4.8,96,92.1,3.9,96.8,0.21,0.61,93.434375,93.434375,32,Rookie
79,79,7/21/2023,D.J. Reyburn,MIN,CWS,9,4,131,4,6.7,127,124.3,2.7,96.9,94.9,2.1,96.2,0.06,0.28,93.434375,93.434375,32,Rookie
80,80,7/16/2023,D.J. Reyburn,BAL,MIA,5,4,143,10,10.2,133,132.8,0.2,93,92.9,0.1,92.3,-0.43,1.01,93.434375,93.434375,32,Rookie
81,81,7/8/2023,D.J. Reyburn,SD,NYM,3,1,162,13,11.3,149,150.7,-1.7,92,93,-1,91.4,-0.04,1.46,93.434375,93.434375,32,Rookie
82,82,7/4/2023,D.J. Reyburn,LAD,PIT,7,9,191,13,12.4,178,178.6,-0.6,93.2,93.5,-0.3,90.6,-1.26,2.02,93.434375,93.434375,32,Rookie
83,83,6/30/2023,D.J. Reyburn,COL,DET,8,5,142,18,13.1,124,128.9,-4.9,87.3,90.8,-3.5,86.6,0.23,2.59,93.434375,93.434375,32,Rookie
84,84,6/25/2023,D.J. Reyburn,SD,WSH,3,8,185,13,15.2,172,169.8,2.2,93,91.8,1.2,93,-0.14,1.94,93.434375,93.434375,32,Rookie
85,85,6/20/2023,D.J. Reyburn,CWS,TEX,7,6,159,10,8.6,149,150.4,-1.4,93.7,94.6,-0.9,91.8,0.67,1.09,93.434375,93.434375,32,Rookie
86,86,6/10/2023,D.J. Reyburn,DET,AZ,0,5,143,14,11.4,129,131.6,-2.6,90.2,92.1,-1.9,91.6,-0.33,1.81,93.434375,93.434375,32,Rookie
87,87,6/6/2023,D.J. Reyburn,ATL,NYM,6,4,140,12,10.1,128,129.9,-1.9,91.4,92.8,-1.3,94.3,0.28,1.12,93.434375,93.434375,32,Rookie
88,88,6/2/2023,D.J. Reyburn,CIN,MIL,4,5,196,18,10.8,178,185.2,-7.2,90.8,94.5,-3.7,93.9,-0.25,2.55,93.434375,93.434375,32,Rookie
89,89,5/21/2023,D.J. Reyburn,WSH,DET,6,4,162,15,13.6,147,148.4,-1.4,90.7,91.6,-0.9,91.4,-1.92,3.22,93.434375,93.434375,32,Rookie
90,90,5/17/2023,D.J. Reyburn,TOR,NYY,3,0,176,5,12.2,171,163.8,7.2,97.2,93.1,4.1,95.5,0.01,0.81,93.434375,93.434375,32,Rookie
91,91,5/13/2023,D.J. Reyburn,BAL,PIT,2,0,110,7,6.2,103,103.8,-0.8,93.6,94.3,-0.7,91.8,0,0.62,93.434375,93.434375,32,Rookie
92,92,5/8/2023,D.J. Reyburn,LAA,HOU,6,4,128,5,7,123,121,2,96.1,94.5,1.6,96.1,-0.12,0.42,93.434375,93.434375,32,Rookie
93,93,5/4/2023,D.J. Reyburn,COL,MIL,9,6,152,11,10.3,141,141.7,-0.7,92.8,93.2,-0.4,96.1,0.44,1.22,93.434375,93.434375,32,Rookie
94,94,4/29/2023,D.J. Reyburn,OAK,CIN,2,3,182,15,12.2,167,169.8,-2.8,91.8,93.3,-1.5,92.3,0.5,1.58,93.434375,93.434375,32,Rookie
95,95,4/24/2023,D.J. Reyburn,AZ,KC,5,4,181,14,14.4,167,166.6,0.4,92.3,92.1,0.2,93.4,0.34,2.16,93.434375,93.434375,32,Rookie
96,96,4/13/2023,D.J. Reyburn,NYY,MIN,2,11,129,6,6.8,123,122.2,0.8,95.3,94.7,0.6,91.5,0.17,0.39,93.434375,93.434375,32,Rookie
97,97,4/9/2023,D.J. Reyburn,CLE,SEA,7,6,201,11,12.6,190,188.4,1.6,94.5,93.7,0.8,95.5,0.01,1.05,93.434375,93.434375,32,Rookie
98,98,4/5/2023,D.J. Reyburn,CWS,SF,7,3,188,11,10.6,177,177.4,-0.4,94.1,94.3,-0.2,93.1,-1.52,1.6,93.434375,93.434375,32,Rookie
99,99,9/30/2023,Chad Fairchild,PIT,MIA,3,7,158,13,16.4,145,141.6,3.4,91.8,89.6,2.2,90.5,-0.95,2.27,93.44333333333334,93.44333333333334,30,Rookie
100,100,9/23/2023,Chad Fairchild,MIN,LAA,0,1,136,17,12.7,119,123.3,-4.3,87.5,90.6,-3.1,92.6,0.23,1.65,93.44333333333334,93.44333333333334,30,Rookie
101,101,9/18/2023,Chad Fairchild,HOU,BAL,7,8,160,12,15.4,148,144.6,3.4,92.5,90.4,2.1,91.2,-0.55,0.95,93.44333333333334,93.44333333333334,30,Rookie
102,102,9/8/2023,Chad Fairchild,TB,SEA,7,4,128,9,6.8,119,121.2,-2.2,93,94.7,-1.7,95.3,-0.15,1.09,93.44333333333334,93.44333333333334,30,Rookie
103,103,9/4/2023,Chad Fairchild,CLE,MIN,6,20,176,12,12.3,164,163.7,0.3,93.2,93,0.1,94.9,0.73,1.59,93.44333333333334,93.44333333333334,30,Rookie
104,104,8/30/2023,Chad Fairchild,TOR,WSH,7,0,157,4,10.1,153,146.9,6.1,97.5,93.6,3.9,92.4,0.15,0.39,93.44333333333334,93.44333333333334,30,Rookie
105,105,8/26/2023,Chad Fairchild,NYM,LAA,3,5,163,8,9.9,155,153.1,1.9,95.1,93.9,1.1,94.5,-0.97,1.55,93.44333333333334,93.44333333333334,30,Rookie
106,106,8/21/2023,Chad Fairchild,OAK,KC,6,4,138,11,9.8,127,128.2,-1.2,92,92.9,-0.9,89.1,-0.54,1.9,93.44333333333334,93.44333333333334,30,Rookie
107,107,8/11/2023,Chad Fairchild,PIT,CIN,2,9,160,8,8.6,152,151.4,0.6,95,94.6,0.4,96.2,-0.28,1,93.44333333333334,93.44333333333334,30,Rookie
108,108,8/7/2023,Chad Fairchild,CLE,TOR,1,3,127,12,13.7,115,113.3,1.7,90.6,89.2,1.4,85.8,0.98,1.68,93.44333333333334,93.44333333333334,30,Rookie
109,109,8/2/2023,Chad Fairchild,ATL,LAA,12,5,141,3,6.4,138,134.6,3.4,97.9,95.5,2.4,96.5,-0.16,0.38,93.44333333333334,93.44333333333334,30,Rookie
110,110,7/22/2023,Chad Fairchild,WSH,SF,10,1,124,9,8.8,115,115.2,-0.2,92.7,92.9,-0.1,94.4,-1.07,1.45,93.44333333333334,93.44333333333334,30,Rookie
111,111,7/16/2023,Chad Fairchild,OAK,MIN,4,5,139,8,7.9,131,131.1,-0.1,94.2,94.3,0,93.5,-0.18,1.06,93.44333333333334,93.44333333333334,30,Rookie
112,112,7/2/2023,Chad Fairchild,CHC,CLE,6,8,174,6,11.3,168,162.7,5.3,96.6,93.5,3,96,0.3,0.76,93.44333333333334,93.44333333333334,30,Rookie
113,113,6/28/2023,Chad Fairchild,PIT,SD,7,1,183,16,12,167,171,-4,91.3,93.4,-2.2,92.9,1.53,2.35,93.44333333333334,93.44333333333334,30,Rookie
114,114,6/23/2023,Chad Fairchild,CIN,ATL,11,10,172,12,7.4,160,164.6,-4.6,93,95.7,-2.7,94.8,-0.02,1.26,93.44333333333334,93.44333333333334,30,Rookie
115,115,6/17/2023,Chad Fairchild,TEX,TOR,4,2,145,10,12,135,133,2,93.1,91.8,1.3,94.5,-0.83,1.15,93.44333333333334,93.44333333333334,30,Rookie
116,116,6/12/2023,Chad Fairchild,BOS,COL,3,4,159,10,10,149,149,0,93.7,93.7,0,96.2,-0.34,1.4,93.44333333333334,93.44333333333334,30,Rookie
117,117,5/31/2023,Chad Fairchild,DET,TEX,3,2,163,14,10.9,149,152.1,-3.1,91.4,93.3,-1.9,91.4,0.21,2.19,93.44333333333334,93.44333333333334,30,Rookie
118,118,5/27/2023,Chad Fairchild,MIL,SF,1,3,137,14,10.5,123,126.5,-3.5,89.8,92.3,-2.6,92.7,0.09,1.53,93.44333333333334,93.44333333333334,30,Rookie
119,119,5/23/2023,Chad Fairchild,CLE,CWS,2,4,136,5,7.5,131,128.5,2.5,96.3,94.5,1.8,93.4,0.15,0.47,93.44333333333334,93.44333333333334,30,Rookie
120,120,5/19/2023,Chad Fairchild,STL,LAD,0,5,189,13,12.9,176,176.1,-0.1,93.1,93.2,-0.1,95.8,-0.18,1.58,93.44333333333334,93.44333333333334,30,Rookie
121,121,5/15/2023,Chad Fairchild,WSH,NYM,10,3,156,13,10.5,143,145.5,-2.5,91.7,93.2,-1.6,89.7,0.26,1.2,93.44333333333334,93.44333333333334,30,Rookie
122,122,5/10/2023,Chad Fairchild,PHI,TOR,2,1,158,9,10.5,149,147.5,1.5,94.3,93.3,1,94.9,0.25,0.85,93.44333333333334,93.44333333333334,30,Rookie
123,123,5/6/2023,Chad Fairchild,KC,OAK,4,5,220,16,11.7,204,208.3,-4.3,92.7,94.7,-1.9,94.1,0.15,2.17,93.44333333333334,93.44333333333334,30,Rookie
124,124,5/1/2023,Chad Fairchild,SD,CIN,8,3,153,5,10.5,148,142.5,5.5,96.7,93.2,3.6,93.5,-0.18,0.5,93.44333333333334,93.44333333333334,30,Rookie
125,125,4/27/2023,Chad Fairchild,SF,STL,0,6,153,4,9.3,149,143.7,5.3,97.4,93.9,3.5,95.4,-0.01,0.35,93.44333333333334,93.44333333333334,30,Rookie
126,126,4/12/2023,Chad Fairchild,TB,BOS,9,7,161,10,11.3,151,149.7,1.3,93.8,93,0.8,91.9,0.53,1.21,93.44333333333334,93.44333333333334,30,Rookie
127,127,4/8/2023,Chad Fairchild,ATL,SD,1,4,182,2,8.7,180,173.3,6.7,98.9,95.2,3.7,94,-0.02,0.14,93.44333333333334,93.44333333333334,30,Rookie
128,128,4/4/2023,Chad Fairchild,NYY,PHI,1,4,147,7,7.4,140,139.6,0.4,95.2,94.9,0.3,95.2,-0.15,0.85,93.44333333333334,93.44333333333334,30,Rookie
129,129,9/30/2023,John Tumpane,CWS,SD,1,6,137,14,10.4,123,126.6,-3.6,89.8,92.4,-2.6,94.2,0.83,1.45,94.21481481481482,94.21481481481482,27,Rookie
130,130,9/26/2023,John Tumpane,DET,KC,6,3,166,7,8.9,159,157.1,1.9,95.8,94.7,1.1,94.6,1.33,1.33,94.21481481481482,94.21481481481482,27,Rookie
131,131,9/15/2023,John Tumpane,PIT,NYY,5,7,191,11,10.5,180,180.5,-0.5,94.2,94.5,-0.3,90.6,-0.63,1.83,94.21481481481482,94.21481481481482,27,Rookie
132,132,9/11/2023,John Tumpane,TOR,TEX,4,10,185,13,15.2,172,169.8,2.2,93,91.8,1.2,93.5,-0.01,2.11,94.21481481481482,94.21481481481482,27,Rookie
133,133,9/6/2023,John Tumpane,CIN,SEA,4,8,163,15,10.2,148,152.8,-4.8,90.8,93.7,-2.9,93.3,-0.2,1.2,94.21481481481482,94.21481481481482,27,Rookie
134,134,9/1/2023,John Tumpane,MIL,PHI,7,5,155,7,8.5,148,146.5,1.5,95.5,94.5,1,96.1,0.14,0.6,94.21481481481482,94.21481481481482,27,Rookie
135,135,8/19/2023,John Tumpane,STL,NYM,2,13,166,13,10,153,156,-3,92.2,94,-1.8,93.4,-0.17,1.77,94.21481481481482,94.21481481481482,27,Rookie
136,136,8/15/2023,John Tumpane,TEX,LAA,7,3,139,12,10.7,127,128.3,-1.3,91.4,92.3,-0.9,95,0.39,1.05,94.21481481481482,94.21481481481482,27,Rookie
137,137,8/9/2023,John Tumpane,MIL,COL,7,6,155,14,10.4,141,144.6,-3.6,91,93.3,-2.3,94.2,0.56,2.34,94.21481481481482,94.21481481481482,27,Rookie
138,138,8/4/2023,John Tumpane,CHC,ATL,0,8,136,8,7.3,128,128.7,-0.7,94.1,94.6,-0.5,97.1,-0.03,1.07,94.21481481481482,94.21481481481482,27,Rookie
139,139,7/30/2023,John Tumpane,LAD,CIN,0,9,109,5,8.7,104,100.3,3.7,95.4,92,3.4,89.9,0.13,0.39,94.21481481481482,94.21481481481482,27,Rookie
140,140,7/25/2023,John Tumpane,SD,PIT,5,1,175,7,12,168,163,5,96,93.2,2.8,93.7,0.24,1.04,94.21481481481482,94.21481481481482,27,Rookie
141,141,7/21/2023,John Tumpane,OAK,HOU,4,6,152,11,9.4,141,142.6,-1.6,92.8,93.8,-1.1,94.1,0.06,0.92,94.21481481481482,94.21481481481482,27,Rookie
142,142,7/17/2023,John Tumpane,LAA,NYY,4,3,203,6,10.8,197,192.2,4.8,97,94.7,2.4,95.1,-0.05,0.77,94.21481481481482,94.21481481481482,27,Rookie
143,143,7/8/2023,John Tumpane,MIL,CIN,5,8,179,10,10.9,169,168.1,0.9,94.4,93.9,0.5,95,0.11,1.13,94.21481481481482,94.21481481481482,27,Rookie
144,144,7/4/2023,John Tumpane,TB,PHI,1,3,119,4,8.3,115,110.7,4.3,96.6,93.1,3.6,92.4,0.15,0.33,94.21481481481482,94.21481481481482,27,Rookie
